Date,Open,High,Low,Close,Adj Close,Volume
2014-01-21,581.046021,582.582581,576.226196,582.432434,582.432434,3955800
2014-01-22,583.888916,584.529541,580.010010,583.093079,583.093079,3139600
2014-01-23,580.580566,581.826843,577.762756,580.630615,580.630615,3894300
2014-01-24,576.081055,577.352356,562.062073,562.477478,562.477478,7777200
2014-01-27,563.613586,563.813843,541.676697,551.166138,551.166138,8698400
2014-01-28,555.715698,563.438416,555.525513,562.067078,562.067078,4415900
2014-01-29,560.120117,561.436462,550.260254,554.014038,554.014038,4755000
2014-01-30,573.073059,576.821838,564.189209,568.263245,568.263245,10172600
2014-01-31,586.261292,593.863892,576.141113,591.076050,591.076050,11121400
2014-02-03,590.190186,591.451477,566.571594,567.282288,567.282288,9129000
2014-02-04,569.564575,578.078064,569.074097,569.649658,569.649658,5618100
2014-02-05,572.262268,575.960938,564.574585,572.172180,572.172180,4784200
2014-02-06,576.141113,580.660645,574.349365,580.560547,580.560547,3889300
2014-02-07,584.399414,589.539551,580.860840,589.309326,589.309326,5267100
2014-02-10,586.486511,591.791809,585.095093,587.052063,587.052063,3886500
2014-02-11,590.675659,596.531555,586.691711,595.685669,595.685669,4097400
2014-02-12,595.095093,595.595581,591.281311,593.938965,593.938965,3445500
2014-02-13,590.965942,600.550537,590.420410,600.550537,600.550537,3669100
2014-02-14,598.403381,602.797791,596.997009,602.002014,602.002014,4369000
2014-02-18,601.306335,607.042053,600.600586,606.046021,606.046021,4213500
2014-02-19,603.253235,605.215210,599.349365,601.771790,601.771790,4202900
2014-02-20,602.172180,604.049072,600.710693,602.657654,602.657654,3398100
2014-02-21,604.509521,605.540527,602.022034,602.497498,602.497498,3720800
2014-02-24,603.283264,610.690674,603.153137,606.861877,606.861877,3345200
2014-02-25,608.578552,612.862854,605.815796,610.610596,610.610596,2874500
2014-02-26,612.612610,615.055054,607.487488,610.695679,610.695679,3960400
2014-02-27,609.804810,612.727722,609.114136,610.215210,610.215210,2517400
2014-02-28,610.780762,612.707703,603.713684,608.433411,608.433411,4622500
2014-03-03,603.979004,604.524536,596.666687,601.946960,601.946960,4205300
2014-03-04,608.108093,608.608582,605.355347,608.063049,608.063049,2932400
2014-03-05,608.133118,612.152161,606.311340,609.739746,609.739746,2468100
2014-03-06,611.751770,613.688660,609.909912,610.415405,610.415405,2533600
2014-03-07,614.014038,614.109131,606.326355,608.002991,608.002991,3027100
2014-03-10,608.453430,609.429443,602.647644,606.391418,606.391418,2426700
2014-03-11,607.492493,607.767761,598.918945,600.595581,600.595581,3422500
2014-03-12,598.798828,604.529541,592.687683,604.254272,604.254272,3924600
2014-03-13,604.579590,605.855835,592.972961,595.125122,595.125122,4686500
2014-03-14,591.586609,596.031006,586.851868,586.987000,586.987000,4583200
2014-03-17,590.215210,599.134155,589.644653,596.646667,596.646667,4319800
2014-03-18,597.932922,606.371399,597.127136,606.236206,606.236206,3626300
2014-03-19,606.506531,606.601624,597.802795,600.225220,600.225220,3222500
2014-03-20,600.575562,605.410400,598.278259,599.179199,599.179199,3366000
2014-03-21,603.758789,605.420410,591.816833,592.112122,592.112122,6410500
2014-03-24,592.687683,593.043030,573.548523,579.544556,579.544556,6068100
2014-03-25,583.583557,585.505493,574.074097,579.939941,579.939941,4815500
2014-03-26,581.586609,586.371399,566.316345,566.551575,566.551575,5154800
2014-03-27,565.990967,566.536560,551.601624,557.697693,557.697693,7636700
2014-03-28,560.060059,567.162170,559.444458,560.635620,560.635620,4513200
2014-03-31,565.765747,568.068054,556.981995,557.812805,557.812805,3880700
2014-04-01,560.695679,569.319336,559.559570,568.013000,568.013000,4357600
2014-04-02,571.521545,572.972961,562.562561,568.118103,568.118103,4168000
2014-04-03,573.390015,588.299988,566.010010,571.500000,571.500000,4018300
2014-04-04,578.549988,579.719971,544.489990,545.250000,545.250000,5363700
2014-04-07,544.789978,549.849976,530.530029,540.630005,540.630005,3961600
2014-04-08,545.049988,559.880005,544.700012,557.510010,557.510010,3482500
2014-04-09,565.840027,567.799988,555.380005,567.039978,567.039978,3031600
2014-04-10,568.000000,568.210022,545.500000,546.690002,546.690002,3294500
2014-04-11,537.940002,547.590027,533.400024,537.760010,537.760010,3174700
